transaction_id,order_date,region,product_category,sales_channel,customer_segment,units_sold,unit_price,discount_rate,gross_revenue,discount_amount,net_revenue,month,seasonality_multiplier
2672,2024-04-24,South,Technology,Online,Mid Market,1,135.49,0.05,135.49,6.77,128.72,4,1.0
2673,2023-01-22,Northeast,Office Supplies,Online,Consumer,4,290.68,0.05,1162.72,58.14,1104.58,1,1.0
2674,2024-11-13,Northeast,Software,Direct Sales,Small Business,5,241.14,0.0,1205.7,0.0,1507.12,11,1.25
2675,2025-06-24,Midwest,Furniture,Online,Small Business,10,221.59,0.1,2215.9,221.59,2193.74,6,1.1
2676,2023-11-16,South,Technology,Online,Small Business,7,248.04,0.15,1736.28,260.44,1844.8,11,1.25
2677,2023-05-06,South,Furniture,Retail,Enterprise,8,216.82,0.05,1734.56,86.73,1647.83,5,1.0
2678,2023-10-04,Midwest,Office Supplies,Partner,Small Business,1,307.92,0.0,307.92,0.0,384.9,10,1.25
2679,2023-07-13,South,Technology,Online,Small Business,6,140.72,0.0,844.32,0.0,928.75,7,1.1
2680,2024-11-26,Northeast,Furniture,Retail,Mid Market,1,59.43,0.0,59.43,0.0,74.29,11,1.25
2681,2023-02-26,South,Office Supplies,Retail,Enterprise,8,136.31,0.0,1090.48,0.0,1090.48,2,1.0
2682,2023-01-19,Northeast,Services,Retail,Small Business,1,81.96,0.1,81.96,8.2,73.76,1,1.0
2683,2023-09-21,West,Furniture,Online,Mid Market,4,117.28,0.05,469.12,23.46,445.66,9,1.0
2684,2025-03-04,Midwest,Technology,Online,Small Business,3,151.44,0.1,454.32,45.43,408.89,3,1.0
2685,2023-04-23,South,Office Supplies,Retail,Small Business,2,177.15,0.2,354.3,70.86,283.44,4,1.0
2686,2024-06-25,Northeast,Furniture,Partner,Enterprise,8,243.76,0.05,1950.08,97.5,2037.83,6,1.1
2687,2024-10-08,South,Technology,Partner,Mid Market,6,276.87,0.15,1661.22,249.18,1765.05,10,1.25
2688,2024-08-01,Midwest,Office Supplies,Partner,Enterprise,4,201.25,0.05,805.0,40.25,841.22,8,1.1
2689,2025-12-24,Northeast,Services,Partner,Enterprise,3,117.93,0.0,353.79,0.0,442.24,12,1.25
2690,2023-01-25,South,Software,Online,Small Business,6,157.11,0.0,942.66,0.0,942.66,1,1.0
2691,2023-01-01,West,Technology,Direct Sales,Mid Market,6,168.85,0.05,1013.1,50.66,962.44,1,1.0
2692,2025-06-29,West,Software,Direct Sales,Consumer,5,161.5,0.1,807.5,80.75,799.42,6,1.1
2693,2023-05-21,South,Technology,Retail,Small Business,3,110.98,0.1,332.94,33.29,299.65,5,1.0
2694,2024-10-09,West,Furniture,Online,Mid Market,11,255.62,0.05,2811.82,140.59,3339.04,10,1.25
2695,2023-07-07,South,Services,Retail,Enterprise,10,100.15,0.0,1001.5,0.0,1101.65,7,1.1
2696,2023-07-20,West,Services,Retail,Small Business,9,155.8,0.0,1402.2,0.0,1542.42,7,1.1
2697,2023-09-14,Midwest,Technology,Online,Enterprise,6,192.47,0.0,1154.82,0.0,1154.82,9,1.0
2698,2024-06-30,Midwest,Technology,Retail,Enterprise,5,194.45,0.0,972.25,0.0,1069.48,6,1.1
2699,2023-07-13,South,Furniture,Partner,Mid Market,11,162.66,0.0,1789.26,0.0,1968.19,7,1.1
2700,2024-12-03,Northeast,Office Supplies,Partner,Small Business,7,201.85,0.05,1412.95,70.65,1677.88,12,1.25
2701,2025-03-12,Northeast,Services,Online,Consumer,1,126.47,0.0,126.47,0.0,126.47,3,1.0
2702,2025-07-30,West,Technology,Online,Small Business,7,179.48,0.05,1256.36,62.82,1312.9,7,1.1
2703,2024-02-18,West,Furniture,Partner,Mid Market,1,113.59,0.0,113.59,0.0,113.59,2,1.0
2704,2025-06-28,West,Technology,Direct Sales,Enterprise,9,136.61,0.0,1229.49,0.0,1352.44,6,1.1
2705,2023-07-07,Midwest,Technology,Retail,Small Business,6,238.66,0.05,1431.96,71.6,1496.4,7,1.1
2706,2023-02-14,Midwest,Software,Partner,Consumer,7,172.3,0.0,1206.1,0.0,1206.1,2,1.0
2707,2023-03-24,South,Software,Online,Mid Market,7,174.72,0.2,1223.04,244.61,978.43,3,1.0
2708,2023-12-24,Midwest,Technology,Retail,Mid Market,1,157.96,0.05,157.96,7.9,187.58,12,1.25
2709,2025-12-25,South,Technology,Direct Sales,Mid Market,2,147.97,0.0,295.94,0.0,369.92,12,1.25
2710,2025-07-24,South,Technology,Partner,Consumer,10,186.21,0.05,1862.1,93.11,1945.89,7,1.1
2711,2024-01-10,Midwest,Office Supplies,Direct Sales,Consumer,3,308.11,0.0,924.33,0.0,924.33,1,1.0
2712,2023-06-11,Midwest,Technology,Retail,Mid Market,8,107.22,0.05,857.76,42.89,896.36,6,1.1
2713,2023-11-18,West,Office Supplies,Partner,Mid Market,9,131.11,0.0,1179.99,0.0,1474.99,11,1.25
2714,2024-03-25,West,Furniture,Online,Small Business,11,133.08,0.1,1463.88,146.39,1317.49,3,1.0
2715,2025-11-02,Northeast,Technology,Online,Mid Market,8,62.59,0.05,500.72,25.04,594.6,11,1.25
2716,2023-07-03,Midwest,Software,Online,Small Business,6,178.32,0.1,1069.92,106.99,1059.22,7,1.1
2717,2023-04-21,Midwest,Technology,Retail,Enterprise,2,172.94,0.0,345.88,0.0,345.88,4,1.0
2718,2024-05-22,South,Software,Online,Consumer,2,150.18,0.05,300.36,15.02,285.34,5,1.0
2719,2023-10-22,South,Office Supplies,Partner,Enterprise,10,220.75,0.05,2207.5,110.38,2621.41,10,1.25
2720,2025-06-22,South,Software,Direct Sales,Mid Market,7,159.92,0.05,1119.44,55.97,1169.81,6,1.1
2721,2025-08-31,West,Technology,Retail,Enterprise,9,175.57,0.1,1580.13,158.01,1564.33,8,1.1
2722,2024-09-23,Midwest,Software,Online,Consumer,6,193.91,0.0,1163.46,0.0,1163.46,9,1.0
2723,2025-11-16,West,Technology,Direct Sales,Mid Market,1,165.04,0.1,165.04,16.5,185.67,11,1.25
2724,2025-01-02,West,Services,Retail,Consumer,9,278.4,0.0,2505.6,0.0,2505.6,1,1.0
2725,2023-11-17,South,Software,Partner,Small Business,7,163.06,0.0,1141.42,0.0,1426.78,11,1.25
2726,2025-07-01,South,Furniture,Direct Sales,Small Business,3,220.77,0.0,662.31,0.0,728.54,7,1.1
2727,2024-03-12,Northeast,Furniture,Direct Sales,Small Business,2,180.93,0.05,361.86,18.09,343.77,3,1.0
2728,2025-02-19,Midwest,Services,Retail,Small Business,3,183.52,0.05,550.56,27.53,523.03,2,1.0
2729,2025-12-12,South,Services,Partner,Mid Market,2,232.89,0.0,465.78,0.0,582.22,12,1.25
2730,2024-12-26,Midwest,Services,Retail,Consumer,11,167.88,0.0,1846.68,0.0,2308.35,12,1.25
2731,2023-01-31,Midwest,Software,Retail,Enterprise,10,182.04,0.05,1820.4,91.02,1729.38,1,1.0
2732,2023-12-03,Midwest,Software,Retail,Enterprise,2,198.66,0.0,397.32,0.0,496.65,12,1.25
2733,2023-07-02,South,Office Supplies,Retail,Mid Market,4,152.51,0.05,610.04,30.5,637.49,7,1.1
2734,2025-11-12,West,Technology,Retail,Mid Market,6,212.14,0.0,1272.84,0.0,1591.05,11,1.25
2735,2024-06-27,South,Technology,Partner,Small Business,3,267.97,0.0,803.91,0.0,884.3,6,1.1
2736,2025-10-30,Northeast,Office Supplies,Online,Mid Market,9,137.99,0.1,1241.91,124.19,1397.15,10,1.25
2737,2024-10-21,Midwest,Furniture,Retail,Enterprise,5,149.73,0.15,748.65,112.3,795.44,10,1.25
2738,2023-06-09,West,Office Supplies,Partner,Mid Market,5,127.68,0.0,638.4,0.0,702.24,6,1.1
2739,2025-11-03,West,Technology,Direct Sales,Mid Market,7,284.45,0.05,1991.15,99.56,2364.49,11,1.25
2740,2024-02-16,South,Office Supplies,Online,Enterprise,9,218.2,0.0,1963.8,0.0,1963.8,2,1.0
2741,2025-10-08,South,Technology,Direct Sales,Small Business,1,114.19,0.15,114.19,17.13,121.33,10,1.25
2742,2023-02-22,Northeast,Office Supplies,Direct Sales,Mid Market,9,102.74,0.0,924.66,0.0,924.66,2,1.0
2743,2024-02-12,South,Office Supplies,Retail,Consumer,2,219.66,0.1,439.32,43.93,395.39,2,1.0
2744,2025-04-26,South,Technology,Partner,Consumer,3,313.26,0.0,939.78,0.0,939.78,4,1.0
2745,2025-11-11,Northeast,Services,Online,Small Business,5,181.62,0.1,908.1,90.81,1021.61,11,1.25
2746,2025-11-19,West,Office Supplies,Direct Sales,Mid Market,10,103.6,0.0,1036.0,0.0,1295.0,11,1.25
2747,2024-12-03,Midwest,Services,Partner,Small Business,4,94.78,0.0,379.12,0.0,473.9,12,1.25
2748,2023-09-17,South,Technology,Online,Small Business,5,165.31,0.05,826.55,41.33,785.22,9,1.0
2749,2025-12-18,West,Technology,Online,Mid Market,10,107.97,0.0,1079.7,0.0,1349.62,12,1.25
2750,2025-02-14,West,Technology,Retail,Mid Market,5,171.04,0.0,855.2,0.0,855.2,2,1.0
2751,2025-11-01,Midwest,Technology,Online,Enterprise,5,213.37,0.0,1066.85,0.0,1333.56,11,1.25
2752,2025-04-29,South,Technology,Partner,Small Business,10,199.59,0.0,1995.9,0.0,1995.9,4,1.0
2753,2023-12-20,West,Technology,Online,Consumer,10,209.25,0.1,2092.5,209.25,2354.06,12,1.25
2754,2025-05-22,Midwest,Services,Retail,Mid Market,10,198.83,0.05,1988.3,99.42,1888.89,5,1.0
2755,2025-09-17,West,Services,Partner,Enterprise,5,225.02,0.0,1125.1,0.0,1125.1,9,1.0
2756,2025-10-14,West,Services,Direct Sales,Mid Market,11,171.08,0.15,1881.88,282.28,1999.5,10,1.25
2757,2023-10-21,South,Services,Partner,Consumer,2,190.54,0.1,381.08,38.11,428.72,10,1.25
2758,2023-07-28,South,Office Supplies,Partner,Consumer,11,256.59,0.0,2822.49,0.0,3104.74,7,1.1
2759,2025-03-28,Midwest,Office Supplies,Direct Sales,Mid Market,1,228.61,0.0,228.61,0.0,228.61,3,1.0
2760,2024-01-25,Midwest,Technology,Retail,Enterprise,10,115.64,0.0,1156.4,0.0,1156.4,1,1.0
2761,2023-11-21,Northeast,Technology,Partner,Mid Market,11,140.72,0.05,1547.92,77.4,1838.16,11,1.25
2762,2025-07-28,Midwest,Software,Online,Small Business,8,114.86,0.05,918.88,45.94,960.23,7,1.1
2763,2025-06-07,West,Services,Partner,Small Business,3,173.9,0.2,521.7,104.34,459.1,6,1.1
2764,2024-10-29,Northeast,Software,Online,Mid Market,7,25.0,0.0,175.0,0.0,218.75,10,1.25
2765,2024-09-24,South,Software,Direct Sales,Enterprise,8,217.46,0.15,1739.68,260.95,1478.73,9,1.0
2766,2024-07-30,West,Technology,Online,Small Business,11,132.94,0.0,1462.34,0.0,1608.57,7,1.1
2767,2023-05-17,South,Office Supplies,Online,Mid Market,6,86.79,0.0,520.74,0.0,520.74,5,1.0
2768,2024-03-03,South,Furniture,Online,Mid Market,6,303.29,0.15,1819.74,272.96,1546.78,3,1.0
2769,2024-09-03,Midwest,Services,Online,Mid Market,11,145.36,0.05,1598.96,79.95,1519.01,9,1.0
2770,2025-06-29,West,Services,Retail,Consumer,3,90.0,0.05,270.0,13.5,282.15,6,1.1
2771,2025-03-29,West,Office Supplies,Retail,Small Business,9,153.3,0.0,1379.7,0.0,1379.7,3,1.0
2772,2023-05-21,West,Technology,Direct Sales,Enterprise,3,271.53,0.2,814.59,162.92,651.67,5,1.0
2773,2023-06-26,West,Technology,Online,Enterprise,5,25.0,0.0,125.0,0.0,137.5,6,1.1
2774,2023-07-17,South,Furniture,Online,Small Business,6,239.69,0.0,1438.14,0.0,1581.95,7,1.1
2775,2024-09-15,Midwest,Services,Partner,Enterprise,1,87.57,0.05,87.57,4.38,83.19,9,1.0
2776,2024-11-21,West,Technology,Online,Mid Market,11,210.77,0.0,2318.47,0.0,2898.09,11,1.25
2777,2024-02-05,Northeast,Technology,Direct Sales,Mid Market,9,123.39,0.0,1110.51,0.0,1110.51,2,1.0
2778,2024-04-15,South,Furniture,Online,Mid Market,7,186.64,0.0,1306.48,0.0,1306.48,4,1.0
2779,2023-08-06,South,Services,Retail,Consumer,11,157.27,0.15,1729.97,259.5,1617.52,8,1.1
2780,2025-07-17,Midwest,Office Supplies,Online,Consumer,1,202.2,0.0,202.2,0.0,222.42,7,1.1
2781,2024-09-23,Northeast,Office Supplies,Online,Consumer,6,216.48,0.05,1298.88,64.94,1233.94,9,1.0
2782,2025-08-08,West,Furniture,Partner,Consumer,7,212.56,0.15,1487.92,223.19,1391.21,8,1.1
2783,2025-06-24,Midwest,Technology,Retail,Small Business,5,144.74,0.1,723.7,72.37,716.46,6,1.1
2784,2023-06-24,Northeast,Technology,Direct Sales,Mid Market,5,199.8,0.15,999.0,149.85,934.06,6,1.1
2785,2023-01-23,Northeast,Software,Retail,Consumer,7,235.95,0.1,1651.65,165.16,1486.48,1,1.0
2786,2023-08-23,Midwest,Services,Partner,Enterprise,3,171.89,0.0,515.67,0.0,567.24,8,1.1
2787,2025-11-02,Midwest,Office Supplies,Direct Sales,Mid Market,3,194.19,0.0,582.57,0.0,728.21,11,1.25
2788,2025-07-17,South,Furniture,Online,Enterprise,1,122.66,0.05,122.66,6.13,128.18,7,1.1
2789,2024-06-06,Northeast,Software,Partner,Small Business,8,200.66,0.0,1605.28,0.0,1765.81,6,1.1
2790,2024-03-06,West,Software,Online,Mid Market,2,149.69,0.15,299.38,44.91,254.47,3,1.0
2791,2025-03-03,Northeast,Technology,Partner,Mid Market,3,173.51,0.1,520.53,52.05,468.48,3,1.0
2792,2024-06-16,South,Furniture,Partner,Mid Market,7,184.18,0.1,1289.26,128.93,1276.37,6,1.1
2793,2025-09-05,West,Software,Retail,Enterprise,10,195.83,0.0,1958.3,0.0,1958.3,9,1.0
2794,2025-03-20,West,Office Supplies,Online,Consumer,10,162.15,0.1,1621.5,162.15,1459.35,3,1.0
2795,2025-07-01,West,Services,Retail,Small Business,11,276.08,0.05,3036.88,151.84,3173.54,7,1.1
2796,2025-05-20,South,Services,Direct Sales,Enterprise,8,131.81,0.0,1054.48,0.0,1054.48,5,1.0
2797,2024-06-23,Midwest,Technology,Direct Sales,Mid Market,9,97.27,0.0,875.43,0.0,962.97,6,1.1
2798,2025-10-20,Midwest,Software,Partner,Enterprise,8,115.13,0.1,921.04,92.1,1036.17,10,1.25
2799,2023-08-15,Midwest,Furniture,Online,Mid Market,7,128.72,0.05,901.04,45.05,941.59,8,1.1
2800,2025-05-22,South,Software,Direct Sales,Consumer,10,185.17,0.0,1851.7,0.0,1851.7,5,1.0
2801,2025-06-10,Midwest,Office Supplies,Direct Sales,Mid Market,1,283.91,0.0,283.91,0.0,312.3,6,1.1
2802,2025-11-02,South,Office Supplies,Online,Small Business,1,205.83,0.1,205.83,20.58,231.56,11,1.25
2803,2023-07-29,South,Services,Online,Enterprise,11,170.3,0.0,1873.3,0.0,2060.63,7,1.1
2804,2025-01-10,Midwest,Software,Direct Sales,Small Business,8,146.18,0.05,1169.44,58.47,1110.97,1,1.0
2805,2024-02-01,Northeast,Services,Direct Sales,Small Business,7,248.73,0.05,1741.11,87.06,1654.05,2,1.0
2806,2023-01-31,West,Furniture,Online,Small Business,2,124.19,0.15,248.38,37.26,211.12,1,1.0
2807,2025-06-16,West,Furniture,Direct Sales,Mid Market,9,97.29,0.05,875.61,43.78,915.01,6,1.1
2808,2024-10-10,South,Office Supplies,Retail,Small Business,10,135.82,0.0,1358.2,0.0,1697.75,10,1.25
2809,2023-11-25,West,Services,Direct Sales,Small Business,7,154.91,0.0,1084.37,0.0,1355.46,11,1.25
2810,2025-08-09,South,Furniture,Retail,Enterprise,9,216.56,0.0,1949.04,0.0,2143.94,8,1.1
2811,2024-09-12,Northeast,Technology,Retail,Mid Market,11,228.71,0.0,2515.81,0.0,2515.81,9,1.0
2812,2023-06-11,Northeast,Furniture,Online,Mid Market,1,213.33,0.1,213.33,21.33,211.2,6,1.1
2813,2025-02-14,Midwest,Office Supplies,Direct Sales,Consumer,11,61.73,0.1,679.03,67.9,611.13,2,1.0
2814,2023-10-01,West,Software,Retail,Mid Market,3,184.89,0.0,554.67,0.0,693.34,10,1.25
2815,2025-10-23,Midwest,Software,Partner,Enterprise,10,186.99,0.05,1869.9,93.5,2220.51,10,1.25
2816,2025-11-17,West,Services,Online,Small Business,2,206.63,0.0,413.26,0.0,516.58,11,1.25
2817,2023-11-22,South,Software,Partner,Mid Market,6,100.87,0.05,605.22,30.26,718.7,11,1.25
2818,2025-07-28,South,Furniture,Retail,Enterprise,10,161.12,0.2,1611.2,322.24,1417.86,7,1.1
2819,2024-06-23,Midwest,Office Supplies,Online,Small Business,4,159.6,0.05,638.4,31.92,667.13,6,1.1
2820,2024-05-02,Northeast,Software,Online,Enterprise,2,233.6,0.1,467.2,46.72,420.48,5,1.0
2821,2025-04-01,South,Services,Online,Mid Market,2,185.87,0.0,371.74,0.0,371.74,4,1.0
2822,2025-12-24,South,Technology,Partner,Mid Market,6,146.36,0.0,878.16,0.0,1097.7,12,1.25
2823,2023-12-22,West,Technology,Retail,Enterprise,9,83.57,0.0,752.13,0.0,940.16,12,1.25
2824,2023-08-23,Northeast,Technology,Online,Small Business,6,109.44,0.05,656.64,32.83,686.19,8,1.1
2825,2023-08-15,South,Office Supplies,Online,Enterprise,4,215.62,0.05,862.48,43.12,901.29,8,1.1
2826,2023-02-18,South,Technology,Retail,Mid Market,9,61.97,0.0,557.73,0.0,557.73,2,1.0
2827,2023-04-28,Midwest,Office Supplies,Online,Small Business,2,76.26,0.05,152.52,7.63,144.89,4,1.0
2828,2023-02-23,West,Software,Retail,Enterprise,6,226.24,0.1,1357.44,135.74,1221.7,2,1.0
2829,2024-07-18,South,Furniture,Partner,Consumer,7,219.37,0.0,1535.59,0.0,1689.15,7,1.1
2830,2025-12-03,South,Office Supplies,Retail,Small Business,3,109.23,0.05,327.69,16.38,389.13,12,1.25
2831,2023-02-22,Midwest,Services,Retail,Enterprise,4,168.74,0.0,674.96,0.0,674.96,2,1.0
2832,2024-07-11,West,Office Supplies,Online,Small Business,7,263.82,0.0,1846.74,0.0,2031.41,7,1.1
2833,2025-05-17,Northeast,Technology,Online,Enterprise,9,186.37,0.15,1677.33,251.6,1425.73,5,1.0
2834,2024-02-02,Midwest,Furniture,Partner,Small Business,5,203.6,0.05,1018.0,50.9,967.1,2,1.0
2835,2024-11-05,South,Office Supplies,Direct Sales,Small Business,11,265.98,0.0,2925.78,0.0,3657.23,11,1.25
2836,2024-01-22,West,Technology,Retail,Small Business,2,284.31,0.0,568.62,0.0,568.62,1,1.0
2837,2023-04-21,West,Office Supplies,Online,Consumer,8,185.12,0.2,1480.96,296.19,1184.77,4,1.0
2838,2024-09-05,South,Services,Retail,Mid Market,9,262.8,0.0,2365.2,0.0,2365.2,9,1.0
2839,2023-01-17,Northeast,Office Supplies,Direct Sales,Mid Market,11,232.6,0.05,2558.6,127.93,2430.67,1,1.0
2840,2025-06-02,Northeast,Furniture,Partner,Enterprise,11,157.78,0.05,1735.58,86.78,1813.68,6,1.1
2841,2024-06-24,South,Furniture,Direct Sales,Small Business,2,205.02,0.0,410.04,0.0,451.04,6,1.1
2842,2023-06-20,South,Services,Online,Mid Market,10,85.28,0.0,852.8,0.0,938.08,6,1.1
2843,2024-02-13,South,Services,Partner,Mid Market,10,215.77,0.0,2157.7,0.0,2157.7,2,1.0
2844,2025-01-09,South,Office Supplies,Retail,Mid Market,1,154.57,0.15,154.57,23.19,131.38,1,1.0
2845,2025-05-07,West,Furniture,Retail,Small Business,4,139.51,0.0,558.04,0.0,558.04,5,1.0
2846,2023-08-18,West,Software,Retail,Enterprise,1,240.23,0.1,240.23,24.02,237.83,8,1.1
2847,2023-04-29,Northeast,Furniture,Retail,Mid Market,1,127.41,0.15,127.41,19.11,108.3,4,1.0
2848,2025-02-22,South,Technology,Partner,Small Business,5,204.15,0.1,1020.75,102.08,918.68,2,1.0
2849,2024-04-09,Midwest,Furniture,Direct Sales,Small Business,7,234.94,0.0,1644.58,0.0,1644.58,4,1.0
2850,2023-04-14,Northeast,Furniture,Online,Small Business,3,158.52,0.05,475.56,23.78,451.78,4,1.0
2851,2024-11-28,West,Technology,Retail,Mid Market,7,193.39,0.1,1353.73,135.37,1522.95,11,1.25
2852,2023-06-24,South,Technology,Direct Sales,Small Business,5,141.79,0.2,708.95,141.79,623.88,6,1.1
2853,2025-01-14,South,Technology,Online,Mid Market,10,132.72,0.0,1327.2,0.0,1327.2,1,1.0
2854,2024-10-26,West,Office Supplies,Online,Enterprise,11,171.21,0.0,1883.31,0.0,2354.14,10,1.25
2855,2023-02-02,Northeast,Office Supplies,Online,Enterprise,8,357.87,0.15,2862.96,429.44,2433.52,2,1.0
2856,2023-02-24,Northeast,Technology,Online,Enterprise,7,282.99,0.15,1980.93,297.14,1683.79,2,1.0
2857,2024-06-02,Northeast,Services,Direct Sales,Enterprise,1,154.8,0.0,154.8,0.0,170.28,6,1.1
2858,2025-01-25,Northeast,Furniture,Retail,Mid Market,1,176.72,0.2,176.72,35.34,141.38,1,1.0
2859,2023-01-12,West,Technology,Partner,Mid Market,7,161.35,0.0,1129.45,0.0,1129.45,1,1.0
2860,2024-12-20,Northeast,Technology,Online,Consumer,6,112.24,0.0,673.44,0.0,841.8,12,1.25
2861,2024-07-08,Northeast,Software,Online,Consumer,9,143.04,0.05,1287.36,64.37,1345.29,7,1.1
2862,2024-01-08,West,Technology,Direct Sales,Mid Market,8,157.46,0.05,1259.68,62.98,1196.7,1,1.0
2863,2024-04-28,South,Technology,Retail,Mid Market,6,47.94,0.0,287.64,0.0,287.64,4,1.0
2864,2025-08-30,West,Office Supplies,Online,Enterprise,6,167.55,0.15,1005.3,150.8,939.96,8,1.1
2865,2024-09-14,South,Office Supplies,Direct Sales,Small Business,9,223.7,0.0,2013.3,0.0,2013.3,9,1.0
2866,2023-11-03,South,Software,Retail,Consumer,4,290.64,0.0,1162.56,0.0,1453.2,11,1.25
2867,2024-04-01,Northeast,Software,Retail,Mid Market,9,213.49,0.05,1921.41,96.07,1825.34,4,1.0
2868,2023-06-09,Northeast,Services,Retail,Mid Market,11,134.86,0.0,1483.46,0.0,1631.81,6,1.1
2869,2023-11-27,South,Technology,Online,Small Business,11,129.85,0.05,1428.35,71.42,1696.17,11,1.25
2870,2025-02-14,West,Technology,Retail,Small Business,8,180.06,0.0,1440.48,0.0,1440.48,2,1.0
2871,2023-08-13,Northeast,Services,Retail,Small Business,3,186.83,0.05,560.49,28.02,585.71,8,1.1
2872,2025-09-09,Midwest,Office Supplies,Online,Small Business,11,178.04,0.0,1958.44,0.0,1958.44,9,1.0
2873,2024-12-29,West,Software,Partner,Mid Market,4,248.64,0.0,994.56,0.0,1243.2,12,1.25
2874,2025-12-04,Midwest,Technology,Online,Small Business,7,208.56,0.0,1459.92,0.0,1824.9,12,1.25
2875,2025-12-18,Northeast,Technology,Partner,Consumer,3,211.16,0.15,633.48,95.02,673.07,12,1.25
2876,2024-10-05,Northeast,Technology,Online,Mid Market,3,203.19,0.1,609.57,60.96,685.77,10,1.25
2877,2024-09-07,West,Furniture,Direct Sales,Small Business,8,147.07,0.1,1176.56,117.66,1058.9,9,1.0
2878,2023-07-14,South,Technology,Direct Sales,Mid Market,5,94.32,0.1,471.6,47.16,466.88,7,1.1
2879,2024-05-03,Northeast,Furniture,Online,Small Business,5,177.69,0.05,888.45,44.42,844.03,5,1.0
2880,2023-06-06,South,Office Supplies,Direct Sales,Consumer,8,148.89,0.0,1191.12,0.0,1310.23,6,1.1
2881,2024-09-01,Midwest,Technology,Retail,Mid Market,6,220.11,0.0,1320.66,0.0,1320.66,9,1.0
2882,2024-02-16,South,Technology,Partner,Small Business,5,152.77,0.05,763.85,38.19,725.66,2,1.0
2883,2024-04-15,West,Furniture,Partner,Small Business,1,248.78,0.0,248.78,0.0,248.78,4,1.0
2884,2024-05-30,West,Technology,Online,Mid Market,5,220.38,0.0,1101.9,0.0,1101.9,5,1.0
2885,2024-01-28,South,Technology,Online,Mid Market,8,276.59,0.0,2212.72,0.0,2212.72,1,1.0
2886,2024-09-22,Northeast,Technology,Online,Mid Market,9,271.49,0.0,2443.41,0.0,2443.41,9,1.0
2887,2024-08-30,South,Furniture,Retail,Mid Market,6,225.43,0.0,1352.58,0.0,1487.84,8,1.1
2888,2025-09-06,Northeast,Software,Online,Enterprise,11,121.97,0.0,1341.67,0.0,1341.67,9,1.0
2889,2024-03-09,Northeast,Technology,Retail,Enterprise,10,160.65,0.05,1606.5,80.32,1526.18,3,1.0
2890,2024-06-23,South,Software,Online,Mid Market,3,146.32,0.0,438.96,0.0,482.86,6,1.1
2891,2023-10-05,Midwest,Services,Partner,Enterprise,8,191.07,0.1,1528.56,152.86,1719.63,10,1.25
2892,2023-08-21,South,Office Supplies,Online,Small Business,5,209.81,0.15,1049.05,157.36,980.86,8,1.1
2893,2023-12-28,Midwest,Technology,Online,Mid Market,2,167.69,0.15,335.38,50.31,356.34,12,1.25
2894,2023-01-26,West,Furniture,Online,Small Business,1,217.82,0.05,217.82,10.89,206.93,1,1.0
2895,2025-11-14,South,Software,Partner,Small Business,11,148.78,0.1,1636.58,163.66,1841.15,11,1.25
2896,2024-05-21,West,Services,Direct Sales,Mid Market,8,58.64,0.05,469.12,23.46,445.66,5,1.0
2897,2023-09-24,Midwest,Services,Online,Enterprise,2,197.04,0.0,394.08,0.0,394.08,9,1.0
2898,2024-04-05,Northeast,Furniture,Partner,Small Business,11,169.7,0.05,1866.7,93.34,1773.36,4,1.0
2899,2024-03-31,South,Office Supplies,Direct Sales,Small Business,3,191.9,0.1,575.7,57.57,518.13,3,1.0
2900,2025-12-27,West,Services,Direct Sales,Consumer,9,227.93,0.0,2051.37,0.0,2564.21,12,1.25
2901,2025-10-03,South,Software,Retail,Small Business,1,172.29,0.1,172.29,17.23,193.83,10,1.25
2902,2025-05-12,Northeast,Office Supplies,Online,Small Business,8,117.89,0.1,943.12,94.31,848.81,5,1.0
2903,2024-05-05,South,Technology,Online,Small Business,2,152.47,0.05,304.94,15.25,289.69,5,1.0
2904,2025-12-08,Midwest,Technology,Online,Enterprise,8,262.88,0.15,2103.04,315.46,2234.48,12,1.25
2905,2024-07-17,South,Office Supplies,Retail,Mid Market,2,209.12,0.0,418.24,0.0,460.06,7,1.1
2906,2023-08-04,Midwest,Software,Retail,Small Business,7,249.04,0.1,1743.28,174.33,1725.85,8,1.1
2907,2024-07-12,Northeast,Services,Retail,Mid Market,3,158.46,0.05,475.38,23.77,496.77,7,1.1
2908,2023-06-08,Midwest,Services,Online,Mid Market,4,225.4,0.1,901.6,90.16,892.58,6,1.1
2909,2024-05-03,Midwest,Technology,Online,Mid Market,11,238.18,0.05,2619.98,131.0,2488.98,5,1.0
2910,2024-11-16,West,Software,Direct Sales,Consumer,1,100.51,0.0,100.51,0.0,125.64,11,1.25
2911,2025-03-04,Northeast,Furniture,Direct Sales,Small Business,10,201.22,0.15,2012.2,301.83,1710.37,3,1.0
2912,2023-01-05,West,Software,Partner,Consumer,1,195.84,0.15,195.84,29.38,166.46,1,1.0
2913,2023-12-27,Northeast,Software,Online,Enterprise,11,120.48,0.0,1325.28,0.0,1656.6,12,1.25
2914,2024-04-03,West,Technology,Direct Sales,Mid Market,10,120.94,0.1,1209.4,120.94,1088.46,4,1.0
2915,2023-09-05,West,Technology,Online,Consumer,11,297.26,0.0,3269.86,0.0,3269.86,9,1.0
2916,2025-08-03,South,Technology,Partner,Mid Market,8,194.4,0.0,1555.2,0.0,1710.72,8,1.1
2917,2024-02-26,West,Technology,Online,Consumer,8,254.51,0.05,2036.08,101.8,1934.28,2,1.0
